Mary, Veneration of; Devotion, Marian   	聖母敬禮
Mass   	彌撒
Mass   	謝恩祭
Mass Book   	彌撒經書；感恩祭典
Mass of the catechumen   	慕道者彌撒；望教彌撒；（新教或其它譯名）侯洗彌撒  
Mass of the faithful   	信友彌撒
Mass of the presanctified   	餅酒預先祝聖的彌撒
Mass stipend   	彌撒獻儀
Mass, Holy   	彌撒
Mass, Ordinary of the   	彌撒常用經文；彌撒經文常用部份
Mass, Proper of the   	彌撒專用經文
Mass, Requiem   	追思彌撒；殯葬彌撒
Mass, Tridentine   	特利騰彌撒
Mass, concelebrated   	共祭彌撒
Mass, high   	大禮彌撒；大彌撒
Mass, motive   	任選彌撒
Mass, nuptial   	婚禮彌撒；婚姻感恩祭
Mass, pontifical   	主教彌撒
Mass, private   	私人彌撒；無信友參與的彌撒
Mass, solemn   	隆重彌撒；大禮彌撒
Masturbation   	手淫
Mater Redemptoris (25 March 1987) Encyclical   	〈救主之母〉通諭
Mater dolorosa (Lat.)   	痛苦之母
Mater et Magistra (15 May 1961) Encyclical   	〈慈母與導師〉通諭
Mater fidelium (Lat.)   	信者之母；信友的母親
Materialism   	唯物論
Maternitas (Lat.)   	母性；母職；母權
Maternitas (Lat.)   	瑪利亞的母性
Maternitas (Lat.)   	天主的母性；（新教或其它譯名）上帝的母性  
Maternitas divina (Lat.)   	天主的母性；（新教或其它譯名）上帝的母性；上帝的女性  
Maternity   	瑪利亞的母性
Maternity   	天主的母性；（新教或其它譯名）上帝的母性  
Matins   	誦讀日課；晨經
Matrimony   	婚姻
Matrimony, sacrament of marriage; wedding   	婚姻聖事；婚姻；婚禮
Matter   	質料
Matthew(Mt)   	瑪竇福音（瑪）；（新教或其它譯名）馬太福音（太）  
Matutinum (Lat.)   	晨經；誦讀日課
Maximum illud (30 November 1919) Apostolic Letter   	〈夫至大〉宗座牧函；（新教或其它譯名）〈偉大的那事〉  
Maximus the Confessor, St   	馬西摩（聖）；（新教或其它譯名）懺悔者馬克西莫斯（基）  
Maximus the Confessor, St (ca.580-662)   	聖馬西摩
Media   	媒體
Mediation   	媒介
Mediator   	中保
Mediator Dei (20 November 1947) Encyclical   	〈天主中保〉通諭
Mediatorship   	中保職務
Mediatrix   	女中保
Medical Treatment   	醫療措施
Medicine   	藥物
Meditation   	默想
Melanchthonians   	梅郎東派
Melanchthonians   	墨蘭頓派
Melchites   	保皇派
Melchites   	麥基派
Melitians   	麥立圖派
Member of the Church   	教會成員
Memorial; Anamesis   	紀念
Memra Yahweh   	上主的話
Mennonites   	門諾派
Mercy   	仁慈
Mercy   	憐憫
Merit   	功績
Messalianism   	麥塞良主義
Messalians   	麥塞良派
Messiah   	默西亞；（新教或其它譯名）彌賽亞（基）  
Messiah-king   	默西亞君王
Messiahship   	默西亞職分
Messiahship   	默西亞身份；（新教或其它譯名）彌賽亞身份  
Messianic secret   	默西亞之秘密
Messianism   	默西亞主義；（新教或其它譯名）彌賽亞論  
Messias (Lat.)   	默西亞；（新教或其它譯名）彌賽亞  
Mesusa (Lat.)   	約版
Metaphor   	隱喻
Metaphysics   	形上學
Method, Missionary   	傳教方法
Method, Theological   	神學方法
Methodism   	衛理教會思想
Methodism   	循理主義
Methodism   	循道派
Methodist Church   	循理宗教會
Methodist Church   	循道會
Methodist Church   	衛理公會
Methodist Church   	衛理宗教會
Methodists   	衛理派；循道派
Micah(Mi)   	米該亞（米）；（新教或其它譯名）彌迦書（彌）  
Millenarianism   	千年主義
Mind; psyche; soul; spirit   	心靈
Ministry   	職務
Ministry, Healing   	醫治職務
Ministry, Pastoral   	牧靈職務
Ministry, Sacrament of; Holy Orders, Sacrament of   	聖職聖事
Miracle   	奇跡
Miracles   	奇跡；神跡
Misappropriation of funds   	財源分配不公允
Missal   	彌撒經書；彌撒經典
Missale (Lat.)   	彌撒經書；彌撒經典
Missale Romanum (Lat.)   	羅馬彌撒經書；羅馬彌撒經典
Missio Dei (Lat.)   	天主的使命；（新教或其它譯名）上帝的使命  
Missio Verbi   	天主聖言的使命
Missiology   	傳教學
Mission   	使命
Mission, Theology of   	傳教神學
Mission; preaching; propaganda   	傳道
Mission; preaching; pulpit   	傳教
Mission; vocation   	使命
Missionary   	傳教士
Missions; missionary work   	傳教使命；傳教工作
Mit brennender Sorge (14 March 1937) Encyclical   	〈極度關切〉通諭；（新教或其它譯名）〈焚燒的悲傷〉通諭  
Mithraism   	米特拉教
Modalism   	形式派
Modernism   	現代主義
Modesty   	羞恥心
Molinism   	摩里納主義；（新教或其它譯名）莫林那主義  
Molinism   	摩里那學派；（新教或其它譯名）摩里納學派  
Monarchianism   	一體一位論
Monarchians; monarchists   	神格唯一論者
Monarchical episcopate   	一元聖統制
Monasticism   	隱修制度與生活
Monism   	一元論
Monoenergetism   	單力論
Monogamy; Monogyny; Monoandry   	一夫一妻制
Monogenism   	單偶論
Monophyletism   	單支論
Monophysism; Monophysitism   	基督一性說
Monophysitism   	基督一性論
Monophysitism   	一性論；（新教或其它譯名）基督一性說  
Monotheism   	一神論
Monotheletism   	單志論
Monotheletism; Monothelitism   	基督一志說
Monothelitism   	單意論
Montanism   	蒙丹主義；（新教或其它譯名）孟他努主義（基）  
Montanism   	蒙丹派；（新教或其它譯名）孟他努派  
Moral Act   	道德行為
Moral Judgment   	倫理判斷
Moral Law   	倫理法
Moral Life   	道德生活
Moral Life   	倫理生活
Moral law   	道德律
Moralia   	泛談倫理
Moralia in Job   	約伯傳詮釋
Morality   	道德
Mormon   	摩門教徒
Mormon Church   	摩門教會
Mormon, Book of   	摩門經
Mormonism   	摩門教
Morning Prayer, 1 January   	元旦日晨禱
Mortal Sin   	死罪
Mortal sin   	大罪
Mortalium Animos (6 January 1928) Encyclical   	〈人之靈魂〉通諭；（新教或其它譯名）〈現世可死亡的心靈〉通諭  
Mortification   	克己
Moses   	梅瑟；（新教或其它譯名）摩西（基）  
Moses, Assumption of   	梅瑟升天記；（新教或其它譯名）摩西升天記  
Mother   	母親
Mother of God   	天主之母
Mother of God   	真神之母
Mother of God   	神母
Mother of grace   	聖寵之母
Motherhood of God   	天主的母性；（新教或其它譯名）母性上帝  
Movement, Ecumenical   	大公運動
Movement, Evangelical   	福音運動
Movement, Holiness   	聖潔運動
Movement, Oxford   	牛津運動
Movement, Pentecostal   	神恩復興運動；（新教或其它譯名）靈恩運動；五旬節運動  
Mulieris dignitatem (15 August 1988) Apostolic Let   	〈婦女的尊嚴與聖召〉宗座書函
Munificentissimus Deus (1 November 1950) Apostolic   	〈欽定聖母升天〉宗座憲章
Muratorian canon   	穆拉多利聖經目錄；（新教或其它譯名）穆拉多利經目  
Muratorian fragment   	姆拉多利殘卷
Murder   	謀殺
Music   	音樂
Musicae sacrae disciplina (25 December 1955) Encyn   	〈聖樂規章〉通諭
Muslims   	穆斯林（回教徒）
Mutilation   	損毀肢體
Myron   	香膏
Mystagogy   	奧跡（引導人進入）
Mystagogy   	奧秘之說明
Mysterium Ecclesiae (24 June 1973) Declaration   	〈教會的奧跡〉宣言
Mysterium fidei (3 September 1965) Encynical   	〈信德的奧跡〉通諭
Mystery   	奧秘
Mystery Religion   	秘教
Mystery, Paschal   	逾越奧蹟
Mystical Union   	密契
Mystici Corporis (29 June 1943) Encyclical   	〈奧體〉通諭
Mystici Corporis Christi (29 June 1943) Encyclical   	〈基督奧體〉通諭
Mysticism   	神秘思想與生活
Myth   	神話
Mythology   	神話學
Nahum(Na)   	納鴻（鴻）；（新教或其它譯名）那鴻（鴻）  
Name   	名字
Names of God   	天主的名字
National Council of Churches   	全國基督教協進會
Nations   	民族
Nativity   	耶穌降生
Nativity   	聖誕
Nativity   	基督的誕生
Natural grace   	自然恩寵
Natural sciences   	自然科學
Naturalism   	自然主義
Nature and Grace   	自然與恩寵
Nature, Theology of   	自然界神學
Nazarenes   	納匝肋（教）派；（新教或其它譯名）拿撒勒派；拿撒勒人  
Ne super his (3 December 1334) Bull   	〈不要對這些事〉詔書
Neighbour, love of   	愛近人
Neo-Calvinism   	新加爾文主義；新加爾文學派
Neo-Catechumenate   	新慕道團
Neo-Catholic   	新天主教派
Neo-Catholics   	新天主教派
Neo-Chalcedonism   	新加采東主義；新加采東學派
Neo-Evangelism   	新福音派
Neo-Evangelism   	新福音派
Neo-Liberalism   	新自由主義
Neo-Orthodoxy   	新正統主義
Neo-Platonism   	新柏拉圖主義
Neo-Platonism   	新柏拉圖哲學
Neo-Scholasticism   	新經院學派
Neo-Scholasticism   	新士林學派
Neo-Thomism   	新多瑪斯學派；新多瑪斯主義
Neo-Thomists   	新多瑪斯派
Neophyte; novitiate; probation   	初學生
Nestorian Tablet   	景教碑
Nestorianism   	奈斯多利派
Nestorianism   	景教；聶斯多略；奈斯多略；（新教或其它譯名）涅斯多留主義；聶斯托利派  
New Age   	新時代
New Covenant   	新盟約
New Evangelization   	新傳播福音
New Testament   	新約
New Testament   	新經
Newman, John Henry, Cardinal (1801-1890)   	若翰亨利‧紐曼
Nicene Creed   	尼西亞信經；（新教或其它譯名）奈西亞信經  
Nicetas(d.after 414)   	尼塞大
Nicholas I   	尼各老一世；（新教或其它譯名）尼古拉一世  
Nicholas of Flue, St(1417-1487)   	聖尼古拉斯‧福露
Nicodemus (Lat.)   	尼苛德摩；（新教或其它譯名）尼哥底母  
Nicodemus, Gospel of   	尼苛德摩福音；（新教或其它譯名）尼哥底母福音  
Nicolaitanism   	尼苛勞主義
Nicolaitans   	尼苛勞派
Nihilism   	虛無主義
Ninety-Five Theses of Luther   	路德九十五條；（新教或其它譯名）九十五條論綱  
Nocturnum (Lat.)   	誦讀日課；晨經
Nodet, B., Jean-Marie Vianney, Cure d’Ars   	諾德，維雅內─亞爾斯本堂神父
Nomen (Lat.)   	名稱；名號；姓名
Nominalism   	唯名論
Non-Being   	非存有物
Non-Christian Religion, Theology of   	非基督宗教神學
Non-Christian Writer   	非基督徒作者
Non-Christians   	非基督徒
Non-confessional   	無特定教派的
Nonconformist   	不從國教者；非國教主義者
Notes, Theological   	神學正確性
Nothing   	虛無
Nouvelle Théologie; New Theology   	新神學
Novatianism   	諾伐軒派思想
Novatianists   	諾窪天派人士
Novissima verba   	遺言
Numbers(Nb)   	戶籍紀（戶）；（新教或其它譯名）民數記（民）  
Numeri (Lat.)   	戶籍紀；（新教或其它譯名）民數記  
Nun   	修女
Nunciature, Apostolic   	教廷大使館
Nuncio   	教廷大使；教廷公使
Nuncio, Apostolic   	教廷大使；教廷公使
Nuntiatura Apostolica (Lat.)   	教廷大使館
Nutricius ecclesiae (Lat.)   	教會保護者
O lux beata Trinitas   	至聖聖三，真善的光芒
O monoghenis   	〈啊，獨生子〉
O sacrum convivium   	啊，神聖的筵席
O-Antiphons   	（聖誕節前的）長對經
OAMDG (Omnia ad maiorem Dei gloriam)   	一切愈显主荣
OC (Ordo Cisterciensium); Cistercians   	熙篤會
OCD (Ordo Carmelitarum Discalceato(a)rum); Carmeli   	加爾默羅（聖衣）會
OFM (Ordo Fratrum Minorum); Franciscans   	方濟（各）會
OMCap (Ordo Minorum Capuccinorum); Capucins   	嘉布遷會
OSA (Ordo Sancti Augustini); Augustinians   	奧斯定會
OSB (Ordo Sancti Benedicti); Benedictines   	本篤會
Oaths   	宣誓
Obadia (Lat.)   	亞北底亞（北）；（新教或其它譯名）俄巴底亞書（俄）  
Obadiah(Ob)   	亞北底亞（北）；（新教或其它譯名）俄巴底亞書（俄）  
Obedience   	服從
Object   	客體
Observants   	嚴守派
Occamism; Ockhamism   	俄坎主義
Occamismus (Lat.)   	歐坎主義
Occult   	玄秘事物
Octava (Lat.)   	（聖誕或復活）八日慶期
Octave   	（聖誕或復活）八日慶期
Office   	公職
Office, Holy   	聖部；教義部
Officium (Lat.)   	日課；每日禮贊
Oikonomia   	外在工程（聖三的）
Oil   	油
Old Catholic Church   	舊天主教派教會
Old Catholic Church   	老天主教派的教會
Old Catholics   	老天主教派
Old Catholics   	舊天主教人士
Old Covenant   	舊盟約
Old Testament   	舊約
Old Testament   	古經
Old age   	老年
Omnipotence   	全能
Omnipresence   	全在
Omniscience   	全知
On Sanctity   	論聖德
Onanism   	敖難淫行
Onanismus (Lat.)   	敖難淫行
One   	至一
One   	第一神
One and triune God   	三位一體的天主
Ontology   	存有論
Opening Prayers   	集禱經
Operations of God ad extra   	天主三位一體的對外工程
Opposition; antagonism   	對立
Option, Fundamental   	基本抉擇
Opus Dei (Lat.)   	主業會
Opuscula theologica et polemica   	神學與爭論性小品
Opusculum   	小品
Opusculum in festo Corp. Chr.   	聖體聖血節小品
Oratio catechetica   	教理講述
Orationes   	演講
Orationes de beatitudinibus   	論真福講篇
Orationes theologicae   	神學演講
Ordained Priesthood   	公務司祭職
Order   	修會
Order of Christian Funerals   	殯葬禮
Order, Religious; Congregation, Religious   	修會
Order, active   	使徒修會
Order, apostolic   	使徒修會
Order, ascetic   	苦修會
Order, contemplative   	隱修會
Order, mendicant   	托缽修會
Orders, sacrament of Holy   	聖秩聖事
Ordination   	授聖職禮
Ordination of Bishops   	主教聖秩授予禮
Ordination of Deacons   	司鐸聖秩授予禮
Ordination of Presbyters   	執事聖秩授予禮
Ordo Missae (Lat.)   	彌撒規程；彌撒程序
Organic Articles   	組識條款
Oriental Church   	東方教會
Oriental rites   	東方禮
Origen (ca.185-254)   	奧利振；（新教或其它譯名）奧利金、俄利根  
Origenism   	奧力振派；（新教或其它譯名）俄利根（教）派  
Origenism   	奧力振主義；（新教或其它譯名）奧利金主義  
Original Sin, Theology of   	原罪神學
Original justice   	原始義德
Original sin   	原罪
Orphism   	俄斐烏神秘教
Orthodox Church   	東正教會
Orthodox Church   	東正教
Orthodox Churches   	東正教會
Orthodoxy   	正統信仰
Orthopraxis   	正統實踐
Osiandrian controversy   	阿西安德爾爭辯
Our Father   	「我們的天父」（主禱文）
Our Lady; Virgin   	聖母瑪利亞
Oxford Group   	牛津團契
Oxford Group Movement   	牛津團契運動
Oxford Movement   	牛津運動；牛津復興運動
Oxford movement; Tractarianism   	牛津復興運動
PIME   	宗座外方傳教會
Pacem in terris (11 April 1963) Encynical   	〈和平於世〉通諭
Paedagogus   	導師
Pagan   	教外人
Paganism   	異教
Palamites   	巴拉彌派
Palliative care   	安寧照顧
Palm Sunday   	聖枝主日
Pan-Anglicanism   	泛安立甘主義
Pan-Babylonism   	泛巴比倫主義
Panarion seu adversus LXXX haereses   	駁斥八十異端
Panchristianism   	泛基督教運動；泛基督教主義
Panegyptianism   	泛埃及主義
Panentheism   	萬有在神論
Pange lingua (Lat.)   	信友齊來（聖歌）
Pantheism   	泛神論
Papacy   	教宗職
Papacy; pontifex; pontiff; pope; supreme pontiff   	教宗
Papal States   	教宗領土；教宗國；（新教或其它譯名）教皇國  
Papatus (Lat.)   	教宗制；教宗職；（新教或其它譯名）教宗職位；教宗職權  
Papist   	教宗至上主義者
Pappas   	教宗；（新教或其它譯名）爸爸  
Parable(s)   	比喻
Paraclete   	護慰者（師保）
Paraclete   	護衛者
Paracletus (Lat.)   	護慰者；師保；（新教或其它譯名）安慰者；安慰之神  
Paraclitus (Lat.)   	護慰者；師保；（新教或其它譯名）安慰者；安慰之神  
Paradigm   	思想典範
Paradigms, Chinese   	中國各種思想典範
Paradise   	樂園
Paradise   	伊甸樂園
Parasceve (Lat.)   	預備日；聖周五
Parish   	堂區
Parliament of the World’s Religions   	世界宗教議會
Parochial and Plain Sermons   	堂區簡易道理集
Parousia   	基督來臨
Parousia; second coming of Christ   	基督再來
Particular Church   	個別教會
Pascha   	逾越節；復活節
Paschal mystery   	逾越奧跡
Passio (Lat.)   	耶穌受難；耶穌苦難；（新教或其它譯名）苦難；受難；痛苦  
Passion   	耶穌受難
Passion Sunday   	（耶穌）苦難主日
Passion Tide   	（耶穌）受難節期
Passion Week   	（耶穌）苦難周
Passion and death of Jesus Christ   	耶穌基督的受難聖死
Passion narrative   	基督受難史
Passion of Christ   	基督的受難
Passion play   	(耶穌)受難曲；(耶穌)受難劇
Passion story   	(耶穌)受難故事
Passions   	情慾
Passover   	逾越節
Passover   	逾越
Passover   	巴斯卦節
Passover   	猶太逾越節
Passover of Christ; Paschal mystery   	基督的逾越；逾越奧跡
Pastor   	主任司鐸
Pastoral Letters   	牧函；（新教或其它譯名）教牧書信  
Pastoral care   	牧民職務
Pastoralis actio (20 October 1980) Instruction    	〈牧民行動〉訓令
Pater Noster (Lat.)   	「我們的天父」
Paternitas (Lat.)   	天父；天主的父性；（新教或其它譯名）上帝的父性  
Paternity   	天父；天主的父性；（新教或其它譯名）上帝的父性  
Paternity, divine   	天主的父性；（新教或其它譯名）上帝的父性  
Patience   	忍耐
Patriarch   	聖祖
Patriarch   	宗主教
Patriarchate   	宗主教區
Patripassianism   	聖父受難說
Patristics; patrology   	教父遺著
Patrology   	教父學
Paul VI (1963-1978)   	保祿六世；（新教或其它譯名）保羅六世  
Paulicians   	保祿派；（新教或其它譯名）保羅派  
Pauline Theology   	保祿神學；（新教或其它譯名）保羅神學（基）  
Pauline privilege   	保祿特許；保祿特權
Pauline theology   	保祿神學
Paulinism   	保祿神學；（新教或其它譯名）保羅神學（基）  
Paulinism   	保羅主義
Paulus (Lat.)   	保祿；（新教或其它譯名）保羅  
Pax Romana   	國際天主教學生聯盟；（新教或其它譯名）羅馬帝國和平時代  
Peace   	和平
Pelagianism   	白拉奇主義；（新教或其它譯名）百拉奇主義；伯拉糾主義  
Pelagianismus (Lat.)   	白拉奇主義；（新教或其它譯名）伯拉糾主義；貝拉基主義  
Pelagians   	白拉奇派；（新教或其它譯名）伯拉糾派；貝拉基派  
Pelagius I   	白拉奇一世；（新教或其它譯名）貝拉基一世  
Penance   	懺悔
Penance works of   	補贖（悔罪的行為）
Penance, sacrament of; Confession   	懺悔聖事；告解（罪）
Penitentiary   	聖赦院；內赦法院
Penitentiary priest   	聽告解司鐸；（新教或其它譯名）聖赦院司鐸  
Penitentiary, Apostolic   	宗座特赦法庭
Pentateuch; Torah   	梅瑟五書；（新教或其它譯名）摩西五經（基）  
Pentecost   	聖神降臨節
Pentecost   	五旬節
Pentecost; Whitsun; Whitsunday   	聖神降臨節
Pentecost; Whitsun; Whitsunday   	五旬節
Pentecostal Church   	五旬節教會
Pentecostal Church   	五旬節聖潔會
Pentecostal Movement    	神恩復興運動；（新教或其它譯名）靈恩運動  
Pentecostal movement   	聖神同禱運動
Pentecostalism   	五旬教派
Pentecostes (Lat.)   	聖神降臨節；（新教或其它譯名）五旬節  
People of God   	天主子民
Per modum solutions   	以償還方式
Peregrinatio ad loca sancta   	聖地朝聖日記
Perfection   	成全（完美）
Perfection   	完美（成全）
Perichoresis; Circuminsession   	互相寓居
Perjury   	虛誓
Permissiveness   	縱容
Perpetual adoration   	長拜聖體
Persecution   	迫害
Person   	位格
Persona humana (29 December 1975) Declaration   	〈人的位格〉宣言
Personal union   	位格聯合
Personalism   	位格思想
Peter   	伯多祿；（新教或其它譯名）彼得（基）  
Peter Chrysologus, St (ca.400-450)   	金言聖伯多祿；（新教或其它譯名）金言彼得  
Peter Lombard (1100-1160)   	彼得‧隆巴；（新教或其它譯名）彼得‧倫巴都  
Petrine Gospel   	伯多祿福音；（新教或其它譯名）彼得福音  
Petrine office   	伯多祿職務
Petrine privilege   	伯多祿特權
Petrobrusians   	布魯斯派
Petrus (Lat.)   	伯多祿；（新教或其它譯名）彼得  
Petrus Chrysologus (380-450)   	（金言）伯多祿
Petrus Lombardus (1100-1160)   	彼得‧隆巴；（新教或其它譯名）彼得‧倫巴都  
Pharisaism   	法利塞主義；（新教或其它譯名）形式主義  
Pharisees   	法利塞人；（新教或其它譯名）法利賽人  
Phenomenology   	現象學
Phenomenology of Religion   	宗教現象學
Philadelphia Confession   	費拉特費亞信條；（新教或其它譯名）（浸信會1677年）費城信條  
Philemon(Phm)   	費肋孟書（費）；（新教或其它譯名）腓利門書（門）  
Philippians(Ph)   	斐理伯書（斐）；（新教或其它譯名）腓立比書（腓）  
Philippism   	腓力主義
Philippists   	腓力派
Philippus (Lat.)   	斐理伯；（新教或其它譯名）腓力  
Philosophy   	哲學
Philosophy, Chinese   	中國哲學
Philosophy, Christian   	基督徒哲學
Philosophy, Transcendental   	先驗哲學
Philosophy, Western   	西方哲學
Phul (Lat.)   	普耳；（新教或其它譯名）普勒  
Pietism   	虔信派
Pietism   	敬虔主義
Pietists   	虔敬派；（新教或其它譯名）敬虔派  
Piety   	孝愛
Piety, forms of   	熱心善功
Pilate   	比拉多；（新教或其它譯名）彼拉多（基）  
Pilatos   	比拉多；（新教或其它譯名）彼拉多（基）  
Pilgrim Fathers   	清淨教徒團
Pilgrimage   	朝聖
Pius IV（1559-1565）   	比約四世；（新教或其它譯名）庇護四世  
Pius IX（1846-1878）   	比約九世；（新教或其它譯名）庇護九世  
Pius VI（1775-1799）   	比約六世；（新教或其它譯名）庇護六世  
Pius XI (1922-1939)   	比約十一世；（新教或其它譯名）庇護十一世  
Pius XII（1939-1958）   	比約十二世；（新教或其它譯名）庇護十二世  
Plan of Salvation   	救恩計劃
Plants   	植物
Plationism   	柏拉圖主義
Platonic spiritualism   	柏拉圖的精神論
Platonism   	柏拉圖主義
Platonists   	柏拉圖學派
Plenary inspiration   	完全靈感說
Pluralism   	多元論
Pluralism; plurality   	兼管數堂區
Pneuma   	風；靈；呼吸；（新教或其它譯名）凈風；聖風  
Pneuma hagion   	聖神；（新教或其它譯名）聖靈  
Pneuma-Sarx-Christology   	聖神—血肉—基督論
Pneumatic   	充滿神聖的人
Pneumatic; psychic   	屬靈的人
Pneumatiomachi   	敵聖靈派
Pneumatology   	聖神論
Pneumatomachi   	聖神受造派
Pneumatomachi   	反聖神派
Pneumatomachi (Lat.)   	聖神受造派
Pneumatomachoi (Gk.)   	聖神受造派
Poenitentiale (Lat.)   	懺悔禮儀書
Poesias   	詩集
Political authorities   	政權
Politics   	政治
Polyandry   	一妻多夫制
Polycarp of Smyrna, St(69-155)   	聖玻里加‧斯米納
Polygamy   	多偶制
Polygamy   	多妻制；多夫制
Polygenism   	多偶論
Polygyny   	一夫多妻制
Polytheism   	多神論
Pontifical   	《主教禮儀書》；《主教禮典書》
Pontifical Biblical Commission   	宗座聖經委員會
Pontifical Biblical Institute   	宗座聖經學院
Pontifical Oriental Institute   	宗座東方學院
Pontificale (Lat.)   	主教禮儀書；主教禮典書
Pontificale Romanum (Lat.)   	《羅馬主教禮儀書》；《羅馬主教禮�
Pontificate   	教宗任期
Pontius Pilate   	般雀比拉多；（新教或其它譯名）本丟彼拉多（基）  
Pontius Pilatus (Lat.)   	般雀比拉多；（新教或其它譯名）本丟彼拉多（基）  
Pope, election of the   	教宗選舉；選舉教宗
Pope, infallibility of the   	教宗不可錯誤性
Pope, primacy of the   	教宗首席權
Populorum progressio (26 March 1967) Encyclical   	〈民族發展〉通諭
Pornography   	色情產品
Positive Law   	實証法律
Positivism   	實証主義
Possession, Diabolical   	附魔
Possibility of Christ   	基督可受苦性
Potency   	潛能
Potency, Obediential   	服從潛能
Poverty; the poor   	貧窮；窮人
Practical Theology   	實踐神學
Pragmatism   	實用主義
Praise   	讚頌
Praxis   	實踐
Prayer   	祈禱
Prayer after the first reading   	讀經一後的禱詞
Prayer after the third reading   	讀經三後的禱詞
Prayer groups   	祈禱小組
Prayer of ordination   	聖秩授予經文
Prayer, difficulties in   	祈禱的困難
Prayer, forms of   	祈禱的方式
Prayer, life of   	祈禱生活
Prayer, places of   	祈禱的地方
Prayer, temptations at   	祈禱時的誘惑
Prayer, ways of   	祈禱的方法
Prayers   	祈禱經文
Pre-Existence   	先存
Pre-millenarians   	前千禧年派
Preacher   	訓道篇；（新教或其它譯名）傳道書（基）  
Preaching   	宣講
Preaching Ministry   	宣道職務
Preaching Ministry   	訓導職務
Precedence; primacy; priority   	優先
Precept of the Church   	教會法規
Precepts of the Church   	教會的規條
Precious Blood, The   	基督寶血
Preconsecrated, the   	預先祝聖的聖體
Precursor   	先驅；耶穌基督的前驅
Predestinarianism   	預定論
Predestination   	預定
Prefaces   	頌謝詞
Prefect, Apostolic   	宗座監牧
Prefecture, Apostolic   	宗座監牧區
Prenatal diagnosis   	產前診斷
Preparation for Communion   	領聖體的準備
Preparation of the Altar and the Gifts   	預備祭台和禮品
Presbyterate; priesthood; sacerdotalism; sacerdpto   	祭司職
Presbyterian Church   	長老教會
Presbyterian Church   	長老會
Presbyterian Church   	長老宗
Presbyterianism   	長老會之教義
Presbyterianism   	長老制
Presbyterianism   	長老宗主義
Presence   	臨在
Presumption   	妄望
Preternatural Gift   	本性以外的特恩
Pride   	驕傲
Priest   	司鐸
Priest   	司祭
Priest; priesthood; presbyterate   	司祭；司祭職；長老（司鐸職）
Priesthood of Christ   	基督司祭職
Priesthood, Common   	普通司祭職
Priestly Code   	《司祭典》
Priestly Ministry   	司祭職務
Primacy   	首席權
Primitive religion   	原始宗教
Primitive revelation   	原始啟示
Primordial Sacrament   	原始聖事
Principality   	統權天使
Principatus (Lat.)   	統權天使
Principle   	始元
Principle   	原則
Principle   	原理
Priscillianism   	普利西廉主義
Priscillianism   	柏拉契連派
Priscillianist   	普利西廉主義者
Priscillianus (340-385)   	普利西廉；（新教或其它譯名）百基拉諾（基）  
Prisoner of the Vatican   	梵蒂岡之囚
Private revelations   	私下啟示
Privilege, Pauline   	保祿特權
Privilege, Petrine   	伯多祿特權
Pro Mundi Vita (Lat.)   	爲世界的生命(而給的)
Process Theology   	過程神學
Process philosophy   	過程哲學
Procession   	生發
Proclamation of Gospel   	福音的宣佈
Procreation   	生育
Proemium   	前言
Profane; worldly   	凡俗的
Profession   	職業（專業）
Profession of faith, Tridentine   	特利騰信條
Progress   	進步
Promise   	許諾
Promises   	許諾
Propaganda Fide, the Sacred Congregation de (Lat.)   	傳信部
Proper of the Mass   	彌撒專用經文
Property   	財產
Property   	財物
Prophecy   	預言
Prophet   	先知
Prophetia Abdiae (Lat.)   	亞北底亞；（新教或其它譯名）俄巴底亞書（基）  
Prophetia Aggaei (Lat.)   	哈蓋；（新教或其它譯名）哈該書（基）  
Prophetia Amos (Lat.)   	亞毛斯；（新教或其它譯名）阿摩司書（基）  
Prophetia Danielis (Lat.)   	達尼爾；（新教或其它譯名）但以理書（基）  
Prophetia Ezechielis (Lat.)   	厄則克耳；（新教或其它譯名）以西結書（基）  
Prophetia Habacuc (Lat.)   	哈巴谷書
Prophetia Ioel (Lat.)   	岳厄爾；（新教或其它譯名）約珥書（基）  
Prophetia Ionae (Lat.)   	約納；（新教或其它譯名）約拿書（基）  
Prophetia Malachiae (Lat.)   	瑪拉基亞；（新教或其它譯名）瑪拉基書（基）  
Prophetia Michaeae (Lat.)   	米該亞；（新教或其它譯名）彌迦書（基）  
Prophetia Nahum (Lat.)   	納鴻；（新教或其它譯名）那鴻書（基）  
Prophetia Osee (Lat.)   	歐瑟亞；（新教或其它譯名）何西阿書（基）  
Prophetia Sophoniae (Lat.)   	索福尼亞；（新教或其它譯名）西番雅書（基）  
Prophetia Zachariae (Lat.)   	匝加利亞；（新教或其它譯名）撒迦利亞（基）  
Proportionalism   	相稱主義
Proprium Missae (Lat.)   	彌撒專用經文
Pros Ebraious   	希伯來書
Pros Ephesious   	厄弗所書；（新教或其它譯名）以弗所書（基）  
Pros Galatas   	迦拉達書；（新教或其它譯名）加拉太書（基）  
Pros Kolossaeis   	哥羅森書；（新教或其它譯名）歌羅西書（基）  
Pros Korinthious A   	格林多前書；（新教或其它譯名）哥林多前書（基）  
Pros Korinthious B   	格林多後書；（新教或其它譯名）哥林多後書（基）  
Pros Philippēsious   	斐理伯書；（新教或其它譯名）腓立比書（基）  
Pros Philēmona   	費肋孟書；（新教或其它譯名）腓利門書（基）  
Pros Romaious   	羅馬書
